origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"Seattle, WA","Tucson, AZ",104,7,113,1,117,212,3,1038
"Seattle, WA","Walla Walla, WA",28,6,39,0,53,92,17,543
"Seattle, WA","Washington, DC",257,11,296,1,211,522,41,2977
"Sheridan, WY","Denver, CO",61,3,37,1,16,85,14,730
"Shreveport, LA","Atlanta, GA",71,17,60,0,80,151,23,1337
"Shreveport, LA","Charlotte, NC",66,44,62,1,83,131,12,837
"Shreveport, LA","Dallas/Fort Worth, TX",139,143,214,2,282,428,50,1925
"Shreveport, LA","Denver, CO",34,3,11,0,1,37,1,222
"Shreveport, LA","Houston, TX",1,0,1,0,0,1,0,19
"Shreveport, LA","Las Vegas, NV",16,3,13,0,12,23,1,107
"Shreveport, LA","Sanford, FL",6,1,5,0,8,9,2,22
"Shreveport, LA","Valparaiso, FL",2,1,4,0,4,6,0,22
"Sioux City, IA","Chicago, IL",51,9,21,0,19,77,8,364
"Sioux City, IA","Denver, CO",30,5,37,0,32,73,6,366
"Sioux Falls, SD","Atlanta, GA",34,19,45,0,4,66,3,369
"Sioux Falls, SD","Austin, TX",2,0,7,0,9,11,0,49
"Sioux Falls, SD","Chicago, IL",80,20,103,1,73,171,30,1179
"Sioux Falls, SD","Dallas/Fort Worth, TX",115,64,109,11,124,215,13,904
"Sioux Falls, SD","Denver, CO",116,20,171,1,88,288,18,1712
"Sioux Falls, SD","Fort Lauderdale, FL",8,1,9,0,9,15,0,33
"Sioux Falls, SD","Las Vegas, NV",12,4,27,1,27,39,0,178
"Sioux Falls, SD","Los Angeles, CA",4,1,3,0,6,7,1,22
"Sioux Falls, SD","Minneapolis, MN",144,111,172,1,48,324,16,1547
"Sioux Falls, SD","Nashville, TN",3,2,12,0,17,20,3,119
"Sioux Falls, SD","Phoenix, AZ",74,27,62,2,59,123,2,683
"Sioux Falls, SD","Punta Gorda, FL",3,1,5,0,7,10,1,46
"Sioux Falls, SD","Sanford, FL",6,2,11,0,7,14,1,94
"Sioux Falls, SD","St. Cloud, MN",1,0,1,0,0,1,0,1
"Sioux Falls, SD","St. Petersburg, FL",12,5,15,0,13,26,2,97
"Sitka, AK","Juneau, AK",22,13,61,2,53,95,12,729
"Sitka, AK","Ketchikan, AK",8,1,20,0,27,34,6,366
"Sitka, AK","Seattle, WA",33,5,33,4,34,73,6,326
"South Bend, IN","Atlanta, GA",162,45,57,0,0,209,9,1029
"South Bend, IN","Boston, MA",0,0,0,0,0,0,0,2
"South Bend, IN","Charlotte, NC",191,28,149,1,159,250,10,1166
"South Bend, IN","Chicago, IL",204,24,160,1,139,388,52,1987
"South Bend, IN","Dallas/Fort Worth, TX",154,26,78,1,7,190,12,869
"South Bend, IN","Detroit, MI",82,6,18,0,0,86,2,367
"South Bend, IN","Knoxville, TN",0,0,0,0,3,3,2,58
"South Bend, IN","Las Vegas, NV",8,1,12,0,8,15,0,105
"South Bend, IN","Miami, FL",0,0,0,0,0,0,0,1
"South Bend, IN","Minneapolis, MN",49,10,16,0,0,58,1,366
"South Bend, IN","New York, NY",2,0,1,0,2,3,0,23
"South Bend, IN","Newark, NJ",3,0,1,0,1,3,1,11
"South Bend, IN","Philadelphia, PA",1,0,0,0,1,1,0,2
"South Bend, IN","Phoenix, AZ",9,1,10,0,3,13,1,108
"South Bend, IN","Punta Gorda, FL",14,6,20,0,30,44,2,177
"South Bend, IN","San Francisco, CA",1,0,1,0,0,1,0,1
"South Bend, IN","Sanford, FL",20,2,22,0,26,36,3,150
"South Bend, IN","Sarasota/Bradenton, FL",1,0,12,0,10,14,3,96
"South Bend, IN","St. Petersburg, FL",13,2,16,0,17,32,3,125
"South Bend, IN","Tallahassee, FL",0,0,0,0,0,0,0,1
"South Bend, IN","Washington, DC",7,3,6,0,3,10,0,41
"Spokane, WA","Atlanta, GA",22,1,31,0,37,60,5,471
"Spokane, WA","Boise, ID",31,14,69,0,53,100,5,859
"Spokane, WA","Charlotte, NC",10,0,8,0,21,23,1,91
"Spokane, WA","Chicago, IL",8,2,3,0,2,11,1,143
"Spokane, WA","Dallas, TX",2,0,0,0,2,2,0,9
"Spokane, WA","Dallas/Fort Worth, TX",93,8,84,3,115,178,8,687
"Spokane, WA","Denver, CO",119,3,127,1,133,244,21,1905
"Spokane, WA","Las Vegas, NV",53,7,76,3,73,130,1,758
"Spokane, WA","Los Angeles, CA",43,9,33,0,5,69,9,770
"Spokane, WA","Minneapolis, MN",64,2,87,0,68,138,8,807
"Spokane, WA","Oakland, CA",41,0,33,1,49,76,0,651
"Spokane, WA","Phoenix, AZ",115,9,75,2,95,181,3,1315
"Spokane, WA","Portland, OR",14,4,27,0,33,50,7,349
"Spokane, WA","Sacramento, CA",49,0,30,0,63,73,0,601
"Spokane, WA","Salt Lake City, UT",97,10,78,0,113,214,10,1649
"Spokane, WA","San Diego, CA",18,4,37,0,0,43,4,350
"Spokane, WA","San Francisco, CA",42,6,63,0,20,102,5,538
"Spokane, WA","San Jose, CA",30,0,18,1,40,45,1,353
"Spokane, WA","Santa Ana, CA",7,1,7,0,4,11,2,34
"Spokane, WA","Seattle, WA",351,116,368,1,249,722,36,5187
"Springfield, IL","Punta Gorda, FL",18,4,20,1,18,35,2,107
"Springfield, MO","Atlanta, GA",104,28,80,0,79,184,6,1178
"Springfield, MO","Charlotte, NC",189,61,173,1,231,316,8,1286
"Springfield, MO","Chicago, IL",205,51,169,0,156,387,21,1711
"Springfield, MO","Dallas/Fort Worth, TX",368,151,387,4,380,670,54,3045
"Springfield, MO","Denver, CO",102,16,70,0,54,186,7,943
"Springfield, MO","Houston, TX",36,5,20,0,14,54,1,265
"Springfield, MO","Las Vegas, NV",6,0,12,0,12,18,1,116
"Springfield, MO","Los Angeles, CA",19,1,15,1,21,27,0,104
"Springfield, MO","Phoenix, AZ",12,1,16,0,10,21,0,163
"Springfield, MO","Punta Gorda, FL",9,2,8,0,11,16,4,91
"Springfield, MO","Sanford, FL",27,2,26,0,27,45,1,154
"Springfield, MO","St. Petersburg, FL",12,1,26,0,32,46,3,169
"Springfield, MO","Valparaiso, FL",3,0,4,0,5,8,2,55
"St. Cloud, MN","Phoenix, AZ",4,2,4,1,1,10,2,107
"St. Cloud, MN","Punta Gorda, FL",2,1,7,0,5,10,0,42
"St. George, UT","Dallas/Fort Worth, TX",36,9,32,0,18,65,2,270
"St. George, UT","Denver, CO",58,12,35,1,17,104,7,725
"St. George, UT","Los Angeles, CA",7,1,0,0,1,9,0,97
"St. George, UT","Phoenix, AZ",53,3,36,0,14,69,0,611
"St. George, UT","Salt Lake City, UT",86,36,43,1,0,119,0,1320
"St. Louis, MO","Atlanta, GA",224,16,230,1,311,491,22,3448
"St. Louis, MO","Austin, TX",85,6,94,1,135,170,4,883
"St. Louis, MO","Baltimore, MD",119,10,94,1,150,210,14,1335
"St. Louis, MO","Boston, MA",176,19,207,0,231,350,20,1574
"St. Louis, MO","Burbank, CA",40,0,41,0,32,53,0,210
"St. Louis, MO","Charleston, SC",5,0,2,0,3,6,0,34
"St. Louis, MO","Charlotte, NC",230,35,203,3,263,404,19,1999
"St. Louis, MO","Chicago, IL",440,70,419,4,527,857,54,4497
"St. Louis, MO","Cleveland, OH",105,6,47,0,115,160,3,705
"St. Louis, MO","Columbus, OH",76,2,33,2,86,117,3,657
"St. Louis, MO","Dallas, TX",221,17,210,1,285,422,21,2090
"St. Louis, MO","Dallas/Fort Worth, TX",289,60,313,1,339,576,56,2394
"St. Louis, MO","Denver, CO",444,38,373,3,482,766,38,3883
"St. Louis, MO","Des Moines, IA",67,2,31,0,120,139,6,681
"St. Louis, MO","Detroit, MI",148,14,76,0,142,235,9,1865
"St. Louis, MO","Fort Lauderdale, FL",120,7,145,0,132,229,11,892
"St. Louis, MO","Fort Myers, FL",109,3,85,2,121,186,19,876
"St. Louis, MO","Houston, TX",274,17,260,1,291,490,29,2292
"St. Louis, MO","Jacksonville, FL",37,0,24,0,31,52,3,377
"St. Louis, MO","Kansas City, MO",139,7,47,0,171,218,8,1049
"St. Louis, MO","Las Vegas, NV",216,14,200,2,286,414,15,2101
"St. Louis, MO","Little Rock, AR",66,3,31,0,114,127,3,679
"St. Louis, MO","Long Beach, CA",51,1,29,0,62,78,1,365
"St. Louis, MO","Los Angeles, CA",186,19,139,1,180,262,7,1177
"St. Louis, MO","Miami, FL",98,16,130,0,94,194,13,958
"St. Louis, MO","Milwaukee, WI",68,2,36,0,93,109,8,674
"St. Louis, MO","Minneapolis, MN",158,19,149,0,203,330,16,2022
"St. Louis, MO","Myrtle Beach, SC",9,0,3,0,6,10,1,52
"St. Louis, MO","Nashville, TN",85,4,38,2,129,163,9,1238
"St. Louis, MO","New Orleans, LA",71,3,52,0,85,126,5,704
"St. Louis, MO","New York, NY",262,39,308,1,318,575,98,3726
"St. Louis, MO","Newark, NJ",84,7,114,0,74,188,20,1051
"St. Louis, MO","Norfolk, VA",1,0,2,0,0,3,0,17
"St. Louis, MO","Oakland, CA",72,3,50,0,59,99,0,231
"St. Louis, MO","Oklahoma City, OK",92,3,51,0,120,155,3,697
"St. Louis, MO","Omaha, NE",85,2,49,0,117,151,6,765
"St. Louis, MO","Orlando, FL",215,17,234,6,300,458,47,2402
"St. Louis, MO","Panama City, FL",26,2,21,1,31,50,1,309
"St. Louis, MO","Pensacola, FL",14,1,10,0,17,27,0,178
"St. Louis, MO","Philadelphia, PA",164,18,145,0,189,299,29,1626
"St. Louis, MO","Phoenix, AZ",321,21,203,0,299,463,8,2383
"St. Louis, MO","Pittsburgh, PA",44,2,13,0,55,66,1,387
"St. Louis, MO","Portland, OR",12,1,12,0,11,18,0,59
"St. Louis, MO","Raleigh/Durham, NC",58,2,29,0,62,85,2,631
"St. Louis, MO","Sacramento, CA",85,0,48,3,84,108,0,372
"St. Louis, MO","Salt Lake City, UT",61,5,28,0,52,100,4,955
"St. Louis, MO","San Antonio, TX",62,2,47,1,91,113,1,550
"St. Louis, MO","San Diego, CA",91,6,71,0,74,127,1,573
"St. Louis, MO","San Francisco, CA",76,6,92,0,75,147,0,500
"St. Louis, MO","San Jose, CA",58,1,34,1,71,85,0,304
"St. Louis, MO","San Juan, PR",6,0,13,0,2,12,0,39
"St. Louis, MO","Sarasota/Bradenton, FL",42,0,39,0,56,82,8,338
"St. Louis, MO","Savannah, GA",2,0,2,0,2,3,0,9
"St. Louis, MO","Seattle, WA",65,4,117,0,57,151,9,882
"St. Louis, MO","Tampa, FL",137,5,105,1,166,242,20,1147
"St. Louis, MO","Tulsa, OK",77,4,33,0,98,130,2,694
"St. Louis, MO","Valparaiso, FL",4,0,2,0,2,5,0,55
"St. Louis, MO","Washington, DC",221,24,211,0,227,392,24,2296
"St. Louis, MO","West Palm Beach/Palm Beach, FL",4,0,13,0,9,15,0,25
"St. Louis, MO","Wichita, KS",64,4,32,2,116,141,4,685
"St. Petersburg, FL","Akron, OH",4,5,6,0,7,14,3,104
"St. Petersburg, FL","Albany, NY",6,2,11,0,3,15,2,126
"St. Petersburg, FL","Allentown/Bethlehem/Easton, PA",18,13,21,0,33,55,6,261
"St. Petersburg, FL","Appleton, WI",6,6,17,0,22,30,5,171
"St. Petersburg, FL","Asheville, NC",39,22,57,0,60,104,20,488
"St. Petersburg, FL","Ashland, WV",21,9,28,0,14,41,6,168
"St. Petersburg, FL","Bangor, ME",15,6,24,0,7,31,8,196
"St. Petersburg, FL","Belleville, IL",17,9,16,0,14,30,5,146
"St. Petersburg, FL","Bismarck/Mandan, ND",1,3,0,0,0,4,3,67
"St. Petersburg, FL","Bloomington/Normal, IL",8,5,9,0,7,15,2,108
"St. Petersburg, FL","Bristol/Johnson City/Kingsport, TN",8,2,8,0,5,12,3,55
"St. Petersburg, FL","Cedar Rapids/Iowa City, IA",12,2,13,0,3,19,4,149
"St. Petersburg, FL","Chattanooga, TN",10,10,18,0,17,33,5,116
"St. Petersburg, FL","Cincinnati, OH",36,27,61,0,68,109,6,364
"St. Petersburg, FL","Clarksburg/Fairmont, WV",3,0,2,0,1,4,1,57
"St. Petersburg, FL","Columbus, OH",10,7,17,0,13,27,3,140
"St. Petersburg, FL","Concord, NC",16,8,29,0,24,42,6,215
"St. Petersburg, FL","Dayton, OH",11,3,11,0,8,17,6,106
"St. Petersburg, FL","Des Moines, IA",13,7,30,0,35,49,4,168
"St. Petersburg, FL","Elmira/Corning, NY",9,2,9,0,3,18,2,119
"St. Petersburg, FL","Evansville, IN",5,6,4,0,4,12,2,58
"St. Petersburg, FL","Fargo, ND",1,1,3,0,2,5,0,47
"St. Petersburg, FL","Fayetteville, AR",3,3,4,0,1,9,2,66
"St. Petersburg, FL","Flint, MI",22,17,30,0,46,60,3,235
"St. Petersburg, FL","Fort Wayne, IN",18,7,22,0,19,38,6,179
"St. Petersburg, FL","Grand Rapids, MI",26,19,37,0,46,73,8,348
"St. Petersburg, FL","Greensboro/High Point, NC",8,5,13,0,10,20,2,96
"St. Petersburg, FL","Greer, SC",7,8,18,0,17,28,3,120
"St. Petersburg, FL","Hagerstown, MD",11,5,9,0,9,19,3,100
"St. Petersburg, FL","Harrisburg, PA",10,2,9,0,6,17,3,156
"St. Petersburg, FL","Indianapolis, IN",28,14,28,0,42,56,9,228
"St. Petersburg, FL","Kansas City, MO",6,1,6,0,2,10,1,78
"St. Petersburg, FL","Key West, FL",13,5,15,0,6,24,5,169
"St. Petersburg, FL","Knoxville, TN",46,34,77,0,90,130,15,457
"St. Petersburg, FL","Lexington, KY",24,6,31,0,26,46,4,188
"St. Petersburg, FL","Little Rock, AR",6,2,4,0,3,11,0,24
"St. Petersburg, FL","Louisville, KY",9,5,18,0,17,28,3,116
"St. Petersburg, FL","Memphis, TN",8,2,10,0,13,17,1,68
"St. Petersburg, FL","Mission/McAllen/Edinburg, TX",3,1,4,0,0,5,1,32
"St. Petersburg, FL","Moline, IL",7,3,5,0,4,11,2,85
"St. Petersburg, FL","Nashville, TN",7,12,12,0,23,33,2,111
"St. Petersburg, FL","Newburgh/Poughkeepsie, NY",4,5,5,0,3,12,2,108
"St. Petersburg, FL","Niagara Falls, NY",5,6,13,0,3,15,4,118
"St. Petersburg, FL","Norfolk, VA",2,0,2,0,1,3,0,22
"St. Petersburg, FL","Omaha, NE",7,0,5,0,3,10,3,105
"St. Petersburg, FL","Peoria, IL",10,3,13,0,2,19,4,153
"St. Petersburg, FL","Pittsburgh, PA",18,12,25,0,31,45,4,154
"St. Petersburg, FL","Plattsburgh, NY",10,1,9,0,3,18,3,106
"St. Petersburg, FL","Portsmouth, NH",2,3,4,0,3,8,0,38
"St. Petersburg, FL","Provo, UT",1,1,1,0,1,2,0,2
"St. Petersburg, FL","Richmond, VA",11,9,20,0,9,29,1,95
"St. Petersburg, FL","Roanoke, VA",14,5,16,0,21,29,5,127
"St. Petersburg, FL","Rockford, IL",20,9,18,0,11,33,3,137
"St. Petersburg, FL","Savannah, GA",3,1,1,0,4,6,0,17
"St. Petersburg, FL","Sioux Falls, SD",9,2,9,0,1,17,2,97
"St. Petersburg, FL","South Bend, IN",7,5,10,0,4,16,3,125
"St. Petersburg, FL","Springfield, MO",16,12,22,0,9,35,3,169
"St. Petersburg, FL","Syracuse, NY",5,4,8,1,4,16,3,139
"St. Petersburg, FL","Toledo, OH",5,2,2,0,0,8,2,123
"St. Petersburg, FL","Traverse City, MI",8,1,6,0,0,13,1,103
"St. Petersburg, FL","Tulsa, OK",1,2,3,0,4,6,0,56
"St. Petersburg, FL","Valparaiso, FL",0,2,1,0,0,2,0,2
"St. Petersburg, FL","Wichita, KS",0,2,2,0,0,3,0,22
"State College, PA","Chicago, IL",49,12,51,0,48,116,8,561
"State College, PA","Dallas/Fort Worth, TX",0,0,0,0,0,0,0,1
"State College, PA","Philadelphia, PA",1,0,2,0,0,2,2,13
"Stillwater, OK","Dallas/Fort Worth, TX",68,21,45,1,11,103,15,730
"Stockton, CA","Las Vegas, NV",67,10,95,6,91,143,2,399
"Stockton, CA","Phoenix, AZ",25,5,16,6,31,40,0,116
"Sun Valley/Hailey/Ketchum, ID","Chicago, IL",16,2,17,0,14,32,4,133
"Sun Valley/Hailey/Ketchum, ID","Denver, CO",35,7,20,0,15,65,9,610
"Sun Valley/Hailey/Ketchum, ID","Los Angeles, CA",12,4,11,0,9,28,2,242
"Sun Valley/Hailey/Ketchum, ID","Salt Lake City, UT",31,28,25,0,0,59,3,772
"Sun Valley/Hailey/Ketchum, ID","San Francisco, CA",25,8,63,0,17,90,4,240
"Sun Valley/Hailey/Ketchum, ID","Seattle, WA",5,0,2,0,0,5,0,8
"Syracuse, NY","Atlanta, GA",68,9,62,0,60,126,10,1055
"Syracuse, NY","Baltimore, MD",56,0,40,0,79,99,5,625
"Syracuse, NY","Boston, MA",32,1,26,0,2,42,8,363
"Syracuse, NY","Charlotte, NC",169,20,175,1,222,310,15,1209
"Syracuse, NY","Chicago, IL",141,20,218,1,119,292,13,1609
"Syracuse, NY","Dallas/Fort Worth, TX",46,3,36,0,3,65,4,350
"Syracuse, NY","Denver, CO",19,4,24,0,13,45,5,442
"Syracuse, NY","Detroit, MI",112,33,79,0,39,187,9,1301
"Syracuse, NY","Fort Lauderdale, FL",28,5,24,0,25,46,1,118
"Syracuse, NY","Fort Myers, FL",5,2,19,0,18,28,0,75
"Syracuse, NY","Miami, FL",3,0,4,0,0,4,0,31
"Syracuse, NY","Minneapolis, MN",18,5,12,0,1,25,2,232
"Syracuse, NY","Myrtle Beach, SC",5,0,5,0,3,8,0,38
"Syracuse, NY","Nashville, TN",18,2,10,0,21,31,3,165
"Syracuse, NY","New York, NY",199,39,225,1,147,367,73,2502
"Syracuse, NY","Newark, NJ",18,2,69,0,9,81,12,602
"Syracuse, NY","Orlando, FL",121,3,101,0,144,207,13,909
"Syracuse, NY","Philadelphia, PA",18,1,8,0,9,24,3,188
"Syracuse, NY","Punta Gorda, FL",8,3,8,0,9,15,1,59
"Syracuse, NY","Raleigh/Durham, NC",5,0,7,0,6,11,5,47
"Syracuse, NY","Sanford, FL",14,2,17,1,14,25,1,91
"Syracuse, NY","Sarasota/Bradenton, FL",8,0,13,0,4,14,2,89
"Syracuse, NY","St. Petersburg, FL",10,2,18,0,12,24,3,139
"Syracuse, NY","Tampa, FL",3,0,6,0,4,6,0,14
"Syracuse, NY","Washington, DC",87,13,85,1,114,166,14,1123
"Tallahassee, FL","Atlanta, GA",87,17,130,0,137,244,29,2034
"Tallahassee, FL","Charlotte, NC",98,33,113,1,117,198,15,994
"Tallahassee, FL","Dallas/Fort Worth, TX",139,43,129,3,145,238,21,1090
"Tallahassee, FL","Fort Lauderdale, FL",18,1,16,0,33,40,6,298
"Tallahassee, FL","Miami, FL",186,20,138,3,212,287,27,1314
"Tallahassee, FL","Raleigh/Durham, NC",0,0,0,0,0,0,0,2
"Tallahassee, FL","South Bend, IN",0,0,0,0,0,0,0,1
"Tallahassee, FL","Washington, DC",27,7,56,0,3,68,6,364
"Tampa, FL","Aguadilla, PR",41,1,16,0,37,51,2,187
"Tampa, FL","Albany, NY",19,0,9,0,20,26,5,185
"Tampa, FL","Atlanta, GA",610,83,864,0,878,1404,135,6761
"Tampa, FL","Atlantic City, NJ",24,5,40,0,21,55,12,394
"Tampa, FL","Austin, TX",151,17,155,0,175,251,23,1026
"Tampa, FL","Baltimore, MD",300,27,305,0,423,590,76,3253
"Tampa, FL","Birmingham, AL",62,7,41,1,80,101,8,406
"Tampa, FL","Boston, MA",337,22,304,0,295,549,73,2628
"Tampa, FL","Buffalo, NY",76,6,75,0,77,127,23,813
"Tampa, FL","Burlington, VT",1,0,0,0,1,1,0,5
"Tampa, FL","Charleston, SC",2,0,3,0,3,6,1,44
"Tampa, FL","Charlotte, NC",383,114,505,2,608,878,113,3813
"Tampa, FL","Chicago, IL",461,78,568,2,557,952,136,4896
"Tampa, FL","Cincinnati, OH",123,13,92,0,189,251,31,984
"Tampa, FL","Cleveland, OH",127,6,107,0,174,238,27,1053
"Tampa, FL","Columbus, OH",107,10,75,0,134,184,22,893
"Tampa, FL","Dallas, TX",180,22,201,1,220,330,30,1345
"Tampa, FL","Dallas/Fort Worth, TX",402,105,473,3,485,790,93,2969
"Tampa, FL","Denver, CO",388,28,381,1,404,671,82,3261
"Tampa, FL","Detroit, MI",216,24,247,1,263,435,51,2335
"Tampa, FL","Fort Lauderdale, FL",70,12,126,0,128,210,32,1197
"Tampa, FL","Grand Rapids, MI",13,0,13,0,15,22,2,85
"Tampa, FL","Hartford, CT",121,6,77,1,106,164,14,959
"Tampa, FL","Houston, TX",289,40,338,1,326,567,84,2906
"Tampa, FL","Indianapolis, IN",125,15,92,0,168,235,32,1132
"Tampa, FL","Islip, NY",57,4,41,0,70,89,7,453
"Tampa, FL","Kansas City, MO",75,9,72,0,88,121,18,598
"Tampa, FL","Knoxville, TN",0,0,1,0,1,1,0,2
"Tampa, FL","Las Vegas, NV",96,15,125,0,84,167,25,966
"Tampa, FL","Los Angeles, CA",118,29,116,0,82,204,19,1103
"Tampa, FL","Louisville, KY",40,1,34,0,44,64,8,418
"Tampa, FL","Manchester, NH",15,1,18,0,13,23,2,103
"Tampa, FL","Memphis, TN",7,3,13,0,10,17,1,59
"Tampa, FL","Miami, FL",291,61,208,2,330,496,80,2601
"Tampa, FL","Milwaukee, WI",69,4,66,0,80,119,15,501
"Tampa, FL","Minneapolis, MN",65,14,115,0,86,176,28,1192
"Tampa, FL","Nashville, TN",287,47,241,2,436,544,56,2287
"Tampa, FL","New Orleans, LA",122,8,122,0,156,214,26,1208
"Tampa, FL","New York, NY",650,33,510,3,563,1011,107,4620
"Tampa, FL","Newark, NJ",276,43,415,0,301,622,118,2961
"Tampa, FL","Norfolk, VA",5,0,6,0,5,11,1,44
"Tampa, FL","Omaha, NE",4,1,4,0,5,5,0,9
"Tampa, FL","Philadelphia, PA",293,37,283,2,428,605,76,2639
"Tampa, FL","Phoenix, AZ",139,19,153,0,78,227,21,1004
"Tampa, FL","Pittsburgh, PA",99,15,86,0,129,185,19,982
"Tampa, FL","Portland, ME",0,0,0,0,0,0,0,6
"Tampa, FL","Portland, OR",3,0,5,0,5,9,0,16
"Tampa, FL","Providence, RI",79,1,48,1,70,106,6,474
"Tampa, FL","Raleigh/Durham, NC",104,5,100,0,138,212,23,1255
"Tampa, FL","Richmond, VA",2,0,6,0,5,9,0,26
"Tampa, FL","Rochester, NY",7,0,4,0,6,9,1,80
"Tampa, FL","Salt Lake City, UT",29,3,17,0,19,40,6,370
"Tampa, FL","San Antonio, TX",69,8,84,0,74,124,7,464
"Tampa, FL","San Diego, CA",23,8,77,1,68,119,23,368
"Tampa, FL","San Francisco, CA",51,9,124,0,55,154,24,584
"Tampa, FL","San Juan, PR",218,10,75,0,190,281,23,1556
"Tampa, FL","Seattle, WA",83,13,179,1,126,265,26,1010
"Tampa, FL","St. Louis, MO",132,16,97,0,164,225,21,1142
"Tampa, FL","Syracuse, NY",5,1,5,0,4,8,0,14
"Tampa, FL","Trenton, NJ",36,4,35,0,41,68,9,361
"Tampa, FL","Washington, DC",348,63,342,3,424,655,72,3145
"Tampa, FL","White Plains, NY",80,4,43,0,64,102,10,366
"Texarkana, AR","Dallas/Fort Worth, TX",76,26,68,0,49,141,21,737
"Toledo, OH","Phoenix, AZ",0,0,1,0,1,1,0,21
"Toledo, OH","Punta Gorda, FL",14,2,23,0,16,30,1,126
"Toledo, OH","Sanford, FL",22,1,18,0,33,38,1,105
"Toledo, OH","St. Petersburg, FL",7,6,13,0,10,23,2,123
"Traverse City, MI","Atlanta, GA",9,0,3,0,4,9,1,30
"Traverse City, MI","Boston, MA",8,3,29,0,14,31,2,117
"Traverse City, MI","Charlotte, NC",32,2,31,1,28,44,1,209
"Traverse City, MI","Chicago, IL",121,30,197,0,153,301,23,1399
"Traverse City, MI","Dallas/Fort Worth, TX",40,1,24,0,41,51,0,133
"Traverse City, MI","Denver, CO",23,1,14,0,14,30,0,166
"Traverse City, MI","Detroit, MI",125,55,85,0,23,211,11,1137
"Traverse City, MI","Fort Lauderdale, FL",5,2,8,0,6,13,1,66
"Traverse City, MI","Houston, TX",5,0,6,0,2,7,0,8
"Traverse City, MI","Minneapolis, MN",53,13,40,0,1,76,0,216
"Traverse City, MI","New York, NY",9,1,10,0,7,14,3,116
"Traverse City, MI","Philadelphia, PA",13,1,14,0,21,22,1,88
"Traverse City, MI","Phoenix, AZ",2,0,5,0,3,5,0,15
"Traverse City, MI","Punta Gorda, FL",8,1,17,0,8,22,3,70
"Traverse City, MI","Sanford, FL",12,0,19,0,14,24,2,93
"Traverse City, MI","St. Petersburg, FL",11,3,21,0,14,30,1,103
"Traverse City, MI","Washington, DC",9,2,9,0,13,18,0,124
"Trenton, NJ","Atlanta, GA",13,1,41,0,40,57,3,225
"Trenton, NJ","Charlotte, NC",6,0,12,0,13,18,6,71
"Trenton, NJ","Fort Lauderdale, FL",6,0,14,0,16,25,2,93
"Trenton, NJ","Fort Myers, FL",12,1,23,0,26,39,5,170
"Trenton, NJ","Orlando, FL",51,0,48,0,103,140,18,616
"Trenton, NJ","Raleigh/Durham, NC",5,0,3,0,2,6,1,60
"Trenton, NJ","Tampa, FL",23,3,35,0,76,88,14,362
"Trenton, NJ","West Palm Beach/Palm Beach, FL",17,2,26,0,20,47,10,201
"Tucson, AZ","Atlanta, GA",28,1,33,0,25,64,7,791
"Tucson, AZ","Chicago, IL",86,4,100,0,81,158,12,1314
"Tucson, AZ","Dallas, TX",6,0,5,0,12,13,4,118
"Tucson, AZ","Dallas/Fort Worth, TX",180,37,218,1,318,463,49,2307
"Tucson, AZ","Denver, CO",168,23,136,1,234,373,15,2532
"Tucson, AZ","Houston, TX",61,8,59,1,60,120,13,936
"Tucson, AZ","Las Vegas, NV",76,7,124,0,195,247,2,1299
"Tucson, AZ","Los Angeles, CA",304,65,176,2,112,439,1,2486
"Tucson, AZ","Minneapolis, MN",11,2,5,0,13,21,0,141
"Tucson, AZ","Phoenix, AZ",239,24,222,0,183,462,12,3335
"Tucson, AZ","Portland, OR",8,1,2,0,5,13,0,152
"Tucson, AZ","Salt Lake City, UT",52,21,21,0,0,71,0,1084
"Tucson, AZ","San Diego, CA",48,0,69,0,80,119,1,610
"Tucson, AZ","San Francisco, CA",63,27,187,0,37,264,13,869
"Tucson, AZ","Santa Ana, CA",4,2,7,0,7,13,0,117
"Tucson, AZ","Seattle, WA",91,25,129,2,82,207,4,1037
"Tulsa, OK","Atlanta, GA",90,14,64,0,127,186,12,1565
"Tulsa, OK","Austin, TX",18,0,29,0,34,54,1,358
"Tulsa, OK","Charlotte, NC",63,8,61,0,69,132,8,820
"Tulsa, OK","Chicago, IL",145,30,144,0,128,286,13,2007
"Tulsa, OK","Dallas, TX",43,5,79,4,116,162,7,1118
"Tulsa, OK","Dallas/Fort Worth, TX",268,81,360,1,423,694,74,3148
"Tulsa, OK","Denver, CO",133,17,180,1,126,322,13,2153
"Tulsa, OK","Houston, TX",71,5,92,1,100,168,16,1101
"Tulsa, OK","Las Vegas, NV",44,10,53,1,75,111,2,746
"Tulsa, OK","Los Angeles, CA",36,2,23,1,24,59,1,469
"Tulsa, OK","Miami, FL",5,4,7,0,0,13,3,129
"Tulsa, OK","New York, NY",29,3,23,0,2,43,6,424
"Tulsa, OK","Orlando, FL",4,1,11,0,8,16,0,83
"Tulsa, OK","Phoenix, AZ",96,7,54,1,73,147,2,1086
"Tulsa, OK","Salt Lake City, UT",53,14,27,0,0,62,2,702
"Tulsa, OK","Sanford, FL",9,1,15,0,17,24,0,106
"Tulsa, OK","St. Louis, MO",22,2,20,0,47,64,3,693
