origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"Marquette, MI","Chicago, IL",69,19,57,3,41,111,2,481
"Marquette, MI","Detroit, MI",25,14,17,1,8,47,7,366
"Martha's Vineyard, MA","Boston, MA",6,1,17,1,14,25,1,83
"Martha's Vineyard, MA","Charlotte, NC",3,3,6,1,1,7,0,11
"Martha's Vineyard, MA","Chicago, IL",7,0,4,0,6,7,0,11
"Martha's Vineyard, MA","New York, NY",55,33,111,3,100,175,45,726
"Martha's Vineyard, MA","Philadelphia, PA",0,1,3,3,2,4,0,11
"Martha's Vineyard, MA","Washington, DC",25,0,29,1,27,42,6,233
"Mason City, IA","Chicago, IL",18,4,34,0,57,86,15,384
"Mason City, IA","Fort Dodge, IA",10,2,23,0,35,48,8,243
"Medford, OR","Denver, CO",69,1,32,0,38,84,7,731
"Medford, OR","Las Vegas, NV",14,1,22,0,38,42,2,154
"Medford, OR","Los Angeles, CA",7,0,4,0,11,11,1,38
"Medford, OR","Phoenix, AZ",60,2,19,0,4,64,4,715
"Medford, OR","Salt Lake City, UT",63,28,24,0,0,90,5,732
"Medford, OR","San Diego, CA",2,0,3,0,9,9,0,22
"Medford, OR","San Francisco, CA",84,14,138,0,79,212,14,879
"Medford, OR","Santa Ana, CA",7,1,6,0,11,17,3,102
"Medford, OR","Seattle, WA",79,34,35,0,0,113,9,996
"Melbourne, FL","Allentown/Bethlehem/Easton, PA",3,1,4,0,8,11,2,105
"Melbourne, FL","Atlanta, GA",56,11,70,0,116,168,14,1392
"Melbourne, FL","Charlotte, NC",101,12,108,1,134,191,23,1135
"Melbourne, FL","Cincinnati, OH",2,0,2,0,1,3,1,15
"Melbourne, FL","Nashville, TN",4,0,3,0,6,8,0,38
"Melbourne, FL","Pittsburgh, PA",12,3,9,0,13,20,3,104
"Melbourne, FL","Washington, DC",5,0,5,0,8,9,0,24
"Memphis, TN","Atlanta, GA",128,22,203,0,180,360,33,3332
"Memphis, TN","Austin, TX",0,0,1,0,0,1,0,7
"Memphis, TN","Baltimore, MD",25,0,21,0,40,47,1,247
"Memphis, TN","Boston, MA",34,3,21,0,4,50,4,581
"Memphis, TN","Charlotte, NC",221,22,204,4,230,399,19,1958
"Memphis, TN","Chicago, IL",234,17,227,2,177,412,29,2258
"Memphis, TN","Dallas, TX",56,4,42,1,83,103,3,464
"Memphis, TN","Dallas/Fort Worth, TX",373,59,358,3,398,669,59,2586
"Memphis, TN","Denver, CO",139,11,132,0,117,236,9,1265
"Memphis, TN","Detroit, MI",48,8,22,0,28,78,5,820
"Memphis, TN","Fort Lauderdale, FL",18,1,18,1,27,35,2,140
"Memphis, TN","Houston, TX",102,7,106,0,111,212,21,1212
"Memphis, TN","Las Vegas, NV",52,1,80,1,43,102,4,623
"Memphis, TN","Los Angeles, CA",46,2,44,1,53,80,3,380
"Memphis, TN","Miami, FL",39,2,25,0,4,46,6,372
"Memphis, TN","Minneapolis, MN",48,11,47,0,51,114,15,892
"Memphis, TN","New York, NY",96,28,121,1,70,204,45,1567
"Memphis, TN","Newark, NJ",36,3,74,0,18,97,12,477
"Memphis, TN","Orlando, FL",64,3,75,1,96,140,14,823
"Memphis, TN","Philadelphia, PA",52,6,49,2,36,82,3,572
"Memphis, TN","Phoenix, AZ",52,4,21,0,15,65,0,418
"Memphis, TN","Salt Lake City, UT",9,4,10,0,0,15,3,366
"Memphis, TN","Sanford, FL",16,1,14,0,32,33,2,100
"Memphis, TN","St. Petersburg, FL",9,1,6,0,14,15,1,68
"Memphis, TN","Tampa, FL",7,0,11,0,11,15,1,59
"Memphis, TN","Valparaiso, FL",1,0,2,0,3,3,1,24
"Memphis, TN","Washington, DC",71,8,81,0,58,139,11,1013
"Meridian, MS","Houston, TX",55,10,56,1,32,109,19,627
"Miami, FL","Albany, NY",1,0,4,1,1,5,3,21
"Miami, FL","Asheville, NC",13,9,54,0,17,54,8,153
"Miami, FL","Atlanta, GA",1045,119,1070,11,1147,1839,80,6698
"Miami, FL","Augusta, GA",0,0,1,0,0,1,0,9
"Miami, FL","Austin, TX",298,54,275,2,333,514,28,1829
"Miami, FL","Baltimore, MD",297,29,269,5,331,510,41,2411
"Miami, FL","Birmingham, AL",85,5,116,2,117,182,11,683
"Miami, FL","Boston, MA",602,93,552,14,649,1083,58,3791
"Miami, FL","Buffalo, NY",3,0,4,0,2,7,1,28
"Miami, FL","Cedar Rapids/Iowa City, IA",4,0,4,0,3,6,1,21
"Miami, FL","Charleston, SC",132,19,76,3,162,233,16,791
"Miami, FL","Charlotte Amalie, VI",100,19,96,4,102,193,8,908
"Miami, FL","Charlotte, NC",548,114,512,11,468,926,47,3635
"Miami, FL","Chattanooga, TN",1,1,2,0,4,4,0,9
"Miami, FL","Chicago, IL",685,112,734,13,688,1231,72,5154
"Miami, FL","Christiansted, VI",90,15,70,3,98,158,4,626
"Miami, FL","Cincinnati, OH",110,15,125,1,159,244,11,1176
"Miami, FL","Cleveland, OH",115,12,114,2,130,214,15,664
"Miami, FL","Columbia, SC",2,1,0,0,5,5,0,13
"Miami, FL","Columbus, OH",85,10,102,1,130,183,6,826
"Miami, FL","Dallas, TX",81,8,104,0,93,144,8,456
"Miami, FL","Dallas/Fort Worth, TX",840,152,884,11,665,1441,88,4998
"Miami, FL","Denver, CO",434,60,390,9,354,668,31,2458
"Miami, FL","Des Moines, IA",18,5,27,0,17,41,7,177
"Miami, FL","Detroit, MI",238,29,237,0,227,403,23,1644
"Miami, FL","Eagle, CO",24,2,33,0,13,45,1,131
"Miami, FL","Fayetteville, AR",20,1,12,0,18,33,0,150
"Miami, FL","Gainesville, FL",12,2,30,0,27,43,9,334
"Miami, FL","Grand Rapids, MI",21,1,31,0,27,47,4,189
"Miami, FL","Greensboro/High Point, NC",41,6,45,0,63,88,2,377
"Miami, FL","Greer, SC",56,5,67,0,78,117,4,500
"Miami, FL","Hartford, CT",93,14,59,0,99,146,8,482
"Miami, FL","Houston, TX",618,82,684,13,652,1083,106,4039
"Miami, FL","Huntsville, AL",6,1,3,0,6,9,0,37
"Miami, FL","Indianapolis, IN",154,30,126,0,153,256,10,807
"Miami, FL","Islip, NY",0,0,2,0,8,8,0,32
"Miami, FL","Jacksonville, FL",307,57,240,5,323,523,47,1900
"Miami, FL","Kansas City, MO",96,16,70,0,87,156,7,430
"Miami, FL","Key West, FL",90,11,123,0,128,203,36,1250
"Miami, FL","Knoxville, TN",34,3,38,0,44,68,5,352
"Miami, FL","Las Vegas, NV",290,39,278,11,208,464,19,1534
"Miami, FL","Lexington, KY",0,0,0,0,0,0,0,15
"Miami, FL","Little Rock, AR",1,0,3,0,2,4,2,47
"Miami, FL","Los Angeles, CA",664,109,557,12,384,942,24,3520
"Miami, FL","Louisville, KY",93,17,70,1,98,152,5,507
"Miami, FL","Madison, WI",3,0,2,0,4,6,0,21
"Miami, FL","Memphis, TN",88,12,48,0,79,127,6,371
"Miami, FL","Milwaukee, WI",32,3,9,1,33,44,4,112
"Miami, FL","Minneapolis, MN",186,30,186,3,170,324,12,1275
"Miami, FL","Myrtle Beach, SC",0,0,0,0,0,0,1,2
"Miami, FL","Nashville, TN",355,76,334,2,412,647,48,2529
"Miami, FL","New Orleans, LA",300,41,308,4,332,528,34,1804
"Miami, FL","New York, NY",1726,228,1573,26,1623,2898,227,11146
"Miami, FL","Newark, NJ",580,67,645,6,585,1069,133,4200
"Miami, FL","Norfolk, VA",65,20,45,1,66,112,6,560
"Miami, FL","Oklahoma City, OK",73,9,43,0,72,113,2,263
"Miami, FL","Omaha, NE",53,4,29,0,40,63,2,150
"Miami, FL","Orlando, FL",609,102,502,8,628,1055,76,3745
"Miami, FL","Pensacola, FL",92,12,123,1,118,196,13,1081
"Miami, FL","Philadelphia, PA",522,78,398,6,444,830,59,3132
"Miami, FL","Phoenix, AZ",286,46,260,9,245,476,19,1766
"Miami, FL","Pittsburgh, PA",122,20,67,1,110,177,5,684
"Miami, FL","Portland, OR",85,18,115,3,95,170,14,415
"Miami, FL","Raleigh/Durham, NC",405,76,330,4,457,697,45,2397
"Miami, FL","Richmond, VA",75,13,30,1,75,117,5,435
"Miami, FL","Rochester, NY",0,2,1,1,1,4,1,21
"Miami, FL","Sacramento, CA",58,12,56,3,55,94,3,270
"Miami, FL","Salt Lake City, UT",86,5,92,0,72,138,3,554
"Miami, FL","San Antonio, TX",89,15,76,2,80,156,10,473
"Miami, FL","San Diego, CA",140,18,134,3,110,203,8,559
"Miami, FL","San Francisco, CA",330,37,369,11,257,565,26,1530
"Miami, FL","San Juan, PR",444,57,338,7,395,695,28,2963
"Miami, FL","Santa Ana, CA",13,3,30,0,10,37,2,194
"Miami, FL","Savannah, GA",104,6,77,3,106,163,12,803
"Miami, FL","Seattle, WA",113,25,142,4,116,228,24,788
"Miami, FL","South Bend, IN",0,0,0,0,0,0,0,1
"Miami, FL","St. Louis, MO",143,22,123,2,181,264,10,960
"Miami, FL","Syracuse, NY",2,0,4,0,2,4,0,32
"Miami, FL","Tallahassee, FL",127,16,177,0,162,281,25,1314
"Miami, FL","Tampa, FL",465,77,350,7,469,779,73,2602
"Miami, FL","Tulsa, OK",19,2,17,0,21,40,2,130
"Miami, FL","Washington, DC",700,116,537,15,632,1077,82,4488
"Miami, FL","White Plains, NY",18,0,46,0,21,46,2,182
"Miami, FL","Wichita, KS",5,0,8,0,2,8,0,30
"Miami, FL","Wilmington, NC",13,2,16,0,24,32,0,149
"Midland/Odessa, TX","Austin, TX",106,30,70,1,33,172,2,938
"Midland/Odessa, TX","Dallas, TX",56,4,82,4,119,168,19,1465
"Midland/Odessa, TX","Dallas/Fort Worth, TX",264,191,292,9,361,626,60,3102
"Midland/Odessa, TX","Denver, CO",130,11,97,2,62,220,13,1268
"Midland/Odessa, TX","Houston, TX",96,11,118,8,162,263,28,1976
"Midland/Odessa, TX","Las Vegas, NV",23,3,34,0,50,74,1,366
"Midland/Odessa, TX","Phoenix, AZ",37,4,23,0,7,49,3,366
"Milwaukee, WI","Atlanta, GA",154,32,162,0,161,330,20,2476
"Milwaukee, WI","Baltimore, MD",61,9,78,1,101,145,6,894
"Milwaukee, WI","Birmingham, AL",0,0,0,0,0,0,0,1
"Milwaukee, WI","Boston, MA",43,8,100,0,69,153,9,854
"Milwaukee, WI","Charlotte, NC",112,27,141,0,170,257,18,1052
"Milwaukee, WI","Chicago, IL",304,28,202,0,173,526,41,2564
"Milwaukee, WI","Dallas, TX",27,0,45,0,46,64,3,400
"Milwaukee, WI","Dallas/Fort Worth, TX",167,28,161,2,198,322,30,1254
"Milwaukee, WI","Denver, CO",224,23,204,0,211,407,33,2740
"Milwaukee, WI","Detroit, MI",154,38,93,0,60,238,9,1488
"Milwaukee, WI","Fort Lauderdale, FL",7,1,18,1,6,24,3,110
"Milwaukee, WI","Fort Myers, FL",37,3,38,0,62,81,7,373
"Milwaukee, WI","Houston, TX",41,2,29,0,12,58,7,280
"Milwaukee, WI","Jacksonville, FL",0,0,0,0,0,0,0,1
"Milwaukee, WI","Kansas City, MO",14,0,17,0,28,37,1,372
"Milwaukee, WI","Las Vegas, NV",108,10,133,1,122,217,9,1355
"Milwaukee, WI","Los Angeles, CA",0,0,0,0,0,0,0,1
"Milwaukee, WI","Miami, FL",22,3,29,0,5,41,4,112
"Milwaukee, WI","Minneapolis, MN",82,24,151,0,105,253,17,1525
"Milwaukee, WI","Nashville, TN",60,3,63,0,88,115,6,778
"Milwaukee, WI","New York, NY",198,39,183,0,122,371,58,2138
"Milwaukee, WI","Newark, NJ",31,12,88,0,44,122,32,846
"Milwaukee, WI","Orlando, FL",112,11,176,2,198,303,32,1668
"Milwaukee, WI","Philadelphia, PA",58,7,71,0,60,102,7,521
"Milwaukee, WI","Phoenix, AZ",157,7,116,1,172,239,10,1460
"Milwaukee, WI","Raleigh/Durham, NC",0,0,4,0,5,5,0,38
"Milwaukee, WI","Salt Lake City, UT",20,3,13,0,0,27,2,367
"Milwaukee, WI","San Diego, CA",1,0,2,0,1,2,0,9
"Milwaukee, WI","Sarasota/Bradenton, FL",1,0,2,0,2,3,1,10
"Milwaukee, WI","Seattle, WA",17,9,54,1,13,67,4,473
"Milwaukee, WI","St. Louis, MO",48,1,37,0,88,103,5,674
"Milwaukee, WI","Tampa, FL",35,2,65,0,62,103,11,500
"Milwaukee, WI","Washington, DC",112,19,135,0,94,207,17,1360
"Minneapolis, MN","Aberdeen, SD",109,30,52,0,0,137,6,728
"Minneapolis, MN","Albuquerque, NM",23,2,22,0,16,39,1,244
"Minneapolis, MN","Anchorage, AK",86,5,69,1,54,122,6,655
"Minneapolis, MN","Appleton, WI",124,41,64,0,14,177,13,948
"Minneapolis, MN","Asheville, NC",25,1,36,0,29,54,4,251
"Minneapolis, MN","Atlanta, GA",369,26,413,0,252,631,17,3696
"Minneapolis, MN","Austin, TX",160,6,201,1,109,294,6,1409
"Minneapolis, MN","Baltimore, MD",165,8,147,0,128,270,4,1475
"Minneapolis, MN","Bemidji, MN",103,19,39,1,0,121,6,730
"Minneapolis, MN","Billings, MT",76,4,30,0,41,94,6,425
"Minneapolis, MN","Bismarck/Mandan, ND",200,53,96,0,53,275,6,1563
"Minneapolis, MN","Boise, ID",99,7,73,0,50,148,9,812
"Minneapolis, MN","Boston, MA",256,12,282,0,198,479,19,2162
"Minneapolis, MN","Bozeman, MT",91,4,52,0,58,130,4,811
"Minneapolis, MN","Brainerd, MN",75,20,35,0,0,94,4,649
"Minneapolis, MN","Buffalo, NY",17,1,10,0,5,23,0,143
"Minneapolis, MN","Burlington, VT",14,1,6,0,3,17,2,122
"Minneapolis, MN","Cedar Rapids/Iowa City, IA",80,57,62,0,3,140,13,814
"Minneapolis, MN","Charleston, SC",22,1,20,0,11,37,2,272
"Minneapolis, MN","Charlotte, NC",289,27,265,2,272,512,23,2535
"Minneapolis, MN","Chicago, IL",942,104,1075,1,848,1798,94,8857
"Minneapolis, MN","Cincinnati, OH",160,11,153,0,105,260,18,1391
"Minneapolis, MN","Cleveland, OH",176,22,113,0,94,274,12,1292
"Minneapolis, MN","Colorado Springs, CO",19,4,16,0,4,25,1,94
"Minneapolis, MN","Columbus, OH",141,12,80,0,41,198,8,1242
"Minneapolis, MN","Dallas, TX",6,0,5,0,11,15,0,80
"Minneapolis, MN","Dallas/Fort Worth, TX",381,38,395,2,350,670,43,3222
"Minneapolis, MN","Denver, CO",553,39,596,2,639,1134,59,6370
"Minneapolis, MN","Des Moines, IA",71,10,120,0,76,169,10,1018
"Minneapolis, MN","Detroit, MI",205,16,212,2,116,331,9,2327
"Minneapolis, MN","Duluth, MN",131,42,81,0,32,193,11,1191
"Minneapolis, MN","Escanaba, MI",45,2,16,0,0,45,1,358
"Minneapolis, MN","Fairbanks, AK",20,0,7,0,9,22,0,94
"Minneapolis, MN","Fargo, ND",240,44,90,0,70,324,7,1710
"Minneapolis, MN","Fayetteville, AR",29,2,43,0,30,66,2,461
"Minneapolis, MN","Fort Lauderdale, FL",54,7,81,0,27,110,2,707
"Minneapolis, MN","Fort Myers, FL",136,5,149,0,68,229,23,1281
"Minneapolis, MN","Fort Wayne, IN",75,34,53,0,2,115,5,366
"Minneapolis, MN","Grand Forks, ND",135,36,75,0,9,186,4,1091
"Minneapolis, MN","Grand Rapids, MI",184,27,110,0,89,251,10,1378
"Minneapolis, MN","Great Falls, MT",47,18,32,0,0,66,2,366
"Minneapolis, MN","Green Bay, WI",139,59,68,1,0,200,10,1018
"Minneapolis, MN","Harlingen/San Benito, TX",12,1,9,0,3,19,0,208
"Minneapolis, MN","Harrisburg, PA",0,0,0,0,0,0,0,2
"Minneapolis, MN","Hartford, CT",95,5,96,0,34,159,5,893
"Minneapolis, MN","Hayden, CO",1,1,1,0,1,3,0,25
"Minneapolis, MN","Hibbing, MN",90,22,39,0,0,113,6,629
"Minneapolis, MN","Honolulu, HI",37,4,40,0,3,55,1,365
"Minneapolis, MN","Houston, TX",188,15,191,0,59,326,20,1829
"Minneapolis, MN","Indianapolis, IN",169,17,131,0,73,248,9,1353
"Minneapolis, MN","International Falls, MN",87,30,29,0,0,119,7,653
"Minneapolis, MN","Iron Mountain/Kingsfd, MI",47,7,17,0,0,55,4,355
"Minneapolis, MN","Jackson, WY",5,0,5,0,3,7,0,25
"Minneapolis, MN","Jacksonville, FL",35,1,30,0,10,52,6,393
"Minneapolis, MN","Kalispell, MT",65,1,33,0,33,81,4,429
"Minneapolis, MN","Kansas City, MO",175,13,92,0,104,258,14,1626
"Minneapolis, MN","Knoxville, TN",22,3,37,1,22,48,4,227
"Minneapolis, MN","Las Vegas, NV",249,10,317,0,184,466,22,2784
"Minneapolis, MN","Los Angeles, CA",223,11,185,0,114,324,18,2297
"Minneapolis, MN","Louisville, KY",120,35,78,1,1,165,6,904
"Minneapolis, MN","Madison, WI",198,30,131,0,84,280,10,1432
"Minneapolis, MN","Memphis, TN",86,8,81,0,43,152,12,892
"Minneapolis, MN","Miami, FL",122,7,161,0,33,228,9,1275
"Minneapolis, MN","Milwaukee, WI",152,18,88,0,75,220,17,1525
"Minneapolis, MN","Minot, ND",128,65,78,1,0,196,16,1240
"Minneapolis, MN","Missoula, MT",57,3,35,0,34,84,5,474
"Minneapolis, MN","Mosinee, WI",44,13,72,0,44,108,6,731
"Minneapolis, MN","Myrtle Beach, SC",20,2,6,0,4,25,1,161
"Minneapolis, MN","Nashville, TN",153,9,141,0,103,256,9,1628
"Minneapolis, MN","New Orleans, LA",26,2,30,0,13,43,3,367
"Minneapolis, MN","New York, NY",285,27,367,1,169,581,45,3471
"Minneapolis, MN","Newark, NJ",225,12,317,0,135,498,28,2282
"Minneapolis, MN","Norfolk, VA",21,2,43,0,21,51,1,195
"Minneapolis, MN","Oklahoma City, OK",67,31,40,0,0,102,3,367
"Minneapolis, MN","Omaha, NE",181,46,99,1,30,241,9,1385
"Minneapolis, MN","Orlando, FL",214,21,296,0,152,455,35,2187
"Minneapolis, MN","Palm Springs, CA",20,2,62,0,8,68,0,308
"Minneapolis, MN","Pasco/Kennewick/Richland, WA",54,3,39,0,19,72,4,366
"Minneapolis, MN","Philadelphia, PA",231,12,235,2,152,388,24,1924
"Minneapolis, MN","Phoenix, AZ",366,22,274,1,262,574,21,3458
"Minneapolis, MN","Pittsburgh, PA",133,16,88,0,46,196,7,1219
"Minneapolis, MN","Portland, ME",7,0,6,0,2,11,0,143
"Minneapolis, MN","Portland, OR",128,7,100,0,90,188,10,1260
"Minneapolis, MN","Providence, RI",8,0,6,0,1,11,1,88
"Minneapolis, MN","Punta Gorda, FL",5,0,8,0,4,9,0,43
"Minneapolis, MN","Raleigh/Durham, NC",133,5,96,0,57,204,7,1219
"Minneapolis, MN","Rapid City, SD",106,25,68,0,30,151,7,1057
"Minneapolis, MN","Reno, NV",17,0,7,0,7,22,3,124
"Minneapolis, MN","Rhinelander, WI",123,38,61,0,0,163,7,827
"Minneapolis, MN","Richmond, VA",61,15,55,0,30,97,4,359
"Minneapolis, MN","Rochester, MN",132,44,84,1,18,193,12,1011
"Minneapolis, MN","Sacramento, CA",71,2,59,0,42,108,4,550
"Minneapolis, MN","Salt Lake City, UT",128,9,87,0,78,182,6,1599
"Minneapolis, MN","San Antonio, TX",107,2,91,0,53,172,6,879
"Minneapolis, MN","San Diego, CA",138,4,188,0,80,262,7,1327
"Minneapolis, MN","San Francisco, CA",147,19,421,0,103,500,18,1943
"Minneapolis, MN","San Jose, CA",58,0,51,0,40,95,2,472
"Minneapolis, MN","San Juan, PR",7,0,9,0,1,13,1,129
"Minneapolis, MN","Santa Ana, CA",92,5,68,0,40,134,3,570
"Minneapolis, MN","Sarasota/Bradenton, FL",8,0,22,0,5,26,7,239
"Minneapolis, MN","Sault Ste. Marie, MI",62,16,26,0,0,76,2,364
"Minneapolis, MN","Savannah, GA",26,1,14,0,11,30,2,250
"Minneapolis, MN","Seattle, WA",232,20,250,2,170,408,23,2733
"Minneapolis, MN","Sioux Falls, SD",170,77,88,1,66,304,14,1547
"Minneapolis, MN","South Bend, IN",74,32,52,0,0,107,3,366
"Minneapolis, MN","Spokane, WA",81,2,68,0,39,112,7,807
"Minneapolis, MN","St. Louis, MO",222,15,164,0,175,347,16,2003
"Minneapolis, MN","Syracuse, NY",20,4,21,0,20,43,2,232
"Minneapolis, MN","Tampa, FL",92,6,111,0,53,175,26,1192
"Minneapolis, MN","Traverse City, MI",20,15,21,0,0,35,1,216
"Minneapolis, MN","Tucson, AZ",16,2,10,0,1,20,0,141
"Minneapolis, MN","Valparaiso, FL",30,1,20,0,18,47,1,338
"Minneapolis, MN","Washington, DC",391,48,333,2,204,629,40,3236
"Minneapolis, MN","West Palm Beach/Palm Beach, FL",12,1,21,0,5,29,0,124
"Minneapolis, MN","Wichita, KS",49,35,36,0,0,88,2,361
"Minneapolis, MN","Williston, ND",106,38,44,1,0,146,4,735
"Minneapolis, MN","Wilmington, NC",7,0,11,0,1,15,1,53
"Minot, ND","Denver, CO",62,10,51,0,33,114,15,760
"Minot, ND","Las Vegas, NV",10,1,16,0,16,23,1,127
"Minot, ND","Minneapolis, MN",193,74,121,3,0,275,16,1240
"Minot, ND","Phoenix, AZ",16,3,22,1,17,34,1,158
"Minot, ND","Sanford, FL",7,5,12,1,4,17,2,91
"Mission/McAllen/Edinburg, TX","Austin, TX",112,45,62,1,0,160,3,697
"Mission/McAllen/Edinburg, TX","Dallas/Fort Worth, TX",228,51,318,7,375,611,54,2673
"Mission/McAllen/Edinburg, TX","Houston, TX",52,3,34,0,20,87,26,825
"Mission/McAllen/Edinburg, TX","Las Vegas, NV",28,6,30,3,38,62,1,333
"Mission/McAllen/Edinburg, TX","Los Angeles, CA",2,0,0,0,1,0,0,22
"Mission/McAllen/Edinburg, TX","Phoenix, AZ",0,0,0,0,0,0,0,1
"Mission/McAllen/Edinburg, TX","Sanford, FL",10,2,9,0,10,19,1,101
"Mission/McAllen/Edinburg, TX","St. Petersburg, FL",3,2,1,0,4,7,1,32
"Missoula, MT","Chicago, IL",31,6,41,1,42,63,0,250
"Missoula, MT","Dallas/Fort Worth, TX",47,12,55,4,60,97,4,457
"Missoula, MT","Denver, CO",109,8,114,0,86,202,22,1122
"Missoula, MT","Las Vegas, NV",12,1,22,1,21,37,1,117
"Missoula, MT","Los Angeles, CA",9,1,6,1,4,15,0,91
"Missoula, MT","Minneapolis, MN",38,7,33,0,7,58,6,475
"Missoula, MT","Oakland, CA",5,0,2,0,5,8,0,24
"Missoula, MT","Phoenix, AZ",32,2,28,0,31,45,3,176
"Missoula, MT","Portland, OR",1,0,1,0,1,2,0,17
"Missoula, MT","Salt Lake City, UT",91,27,48,0,2,123,10,1061
"Missoula, MT","San Diego, CA",0,1,3,0,2,4,0,10
"Missoula, MT","San Francisco, CA",8,0,7,0,7,19,0,88
"Missoula, MT","Santa Ana, CA",7,0,5,1,8,10,3,26
"Missoula, MT","Seattle, WA",10,2,7,1,53,58,0,256
"Moab, UT","Denver, CO",1,0,0,0,2,3,2,31
"Mobile, AL","Atlanta, GA",57,15,106,0,85,191,15,1495
"Mobile, AL","Dallas/Fort Worth, TX",122,42,136,2,149,226,22,1070
"Mobile, AL","Houston, TX",5,0,1,0,3,8,0,39
"Moline, IL","Atlanta, GA",36,15,52,0,51,104,15,730
"Moline, IL","Charlotte, NC",62,31,84,0,74,135,14,721
"Moline, IL","Chicago, IL",120,24,123,0,112,275,25,1195
"Moline, IL","Dallas/Fort Worth, TX",69,29,91,1,85,142,17,803
"Moline, IL","Denver, CO",47,4,13,0,4,54,9,367
"Moline, IL","Las Vegas, NV",8,0,16,0,12,20,0,106
"Moline, IL","Phoenix, AZ",6,1,9,0,13,16,0,92
"Moline, IL","Punta Gorda, FL",3,2,11,0,10,19,2,91
"Moline, IL","Sanford, FL",5,0,12,0,7,15,1,92
"Moline, IL","St. Petersburg, FL",4,0,6,0,11,13,2,85
"Monroe, LA","Atlanta, GA",65,6,64,0,71,140,7,869
"Monroe, LA","Dallas/Fort Worth, TX",93,26,101,3,123,221,19,1155
"Monterey, CA","Dallas/Fort Worth, TX",94,9,64,0,75,126,8,462
"Monterey, CA","Denver, CO",43,8,25,0,19,74,6,633
"Monterey, CA","Las Vegas, NV",21,2,35,0,31,51,1,106
"Monterey, CA","Los Angeles, CA",53,10,36,0,40,106,4,786
"Monterey, CA","Phoenix, AZ",117,9,93,1,111,198,6,1391
"Monterey, CA","San Diego, CA",41,7,73,0,62,121,6,588
"Monterey, CA","San Francisco, CA",59,11,76,0,29,137,11,584
"Monterey, CA","Seattle, WA",7,1,16,0,16,24,0,138
"Montgomery, AL","Atlanta, GA",146,41,104,0,90,246,9,1399
"Montgomery, AL","Dallas/Fort Worth, TX",96,26,98,1,86,194,14,934
"Montgomery, AL","Washington, DC",23,7,39,1,48,68,16,294
"Montrose/Delta, CO","Atlanta, GA",7,1,8,0,4,12,0,103
"Montrose/Delta, CO","Austin, TX",0,0,1,1,0,1,0,4
"Montrose/Delta, CO","Chicago, IL",10,3,19,0,19,34,1,230
"Montrose/Delta, CO","Dallas, TX",12,0,13,0,21,24,1,111
"Montrose/Delta, CO","Dallas/Fort Worth, TX",44,13,77,2,97,122,3,566
"Montrose/Delta, CO","Denver, CO",97,9,138,5,173,263,13,1483
"Montrose/Delta, CO","Houston, TX",19,4,24,0,17,48,7,192
"Montrose/Delta, CO","Los Angeles, CA",4,1,5,0,2,7,0,34
"Montrose/Delta, CO","Newark, NJ",12,0,8,0,9,17,1,90
"Montrose/Delta, CO","San Francisco, CA",0,1,8,0,4,11,1,43
"Morgantown, WV","Chicago, IL",3,0,1,0,6,9,0,19
"Morgantown, WV","Washington, DC",7,0,3,0,1,8,0,18
"Mosinee, WI","Minneapolis, MN",32,8,49,0,43,89,6,731
"Myrtle Beach, SC","Akron, OH",3,0,4,0,4,9,0,22
"Myrtle Beach, SC","Albany, NY",6,1,7,0,8,13,1,110
"Myrtle Beach, SC","Allentown/Bethlehem/Easton, PA",14,4,20,0,32,43,3,188
"Myrtle Beach, SC","Ashland, WV",5,3,11,0,9,14,5,57
"Myrtle Beach, SC","Atlanta, GA",40,6,37,0,73,111,11,1386
"Myrtle Beach, SC","Atlantic City, NJ",27,3,52,0,40,69,8,311
"Myrtle Beach, SC","Baltimore, MD",62,6,76,0,124,166,11,1192
"Myrtle Beach, SC","Belleville, IL",2,0,0,0,3,4,1,22
"Myrtle Beach, SC","Boston, MA",32,1,89,0,41,124,13,703
"Myrtle Beach, SC","Charlotte, NC",168,23,246,3,373,505,41,2624
"Myrtle Beach, SC","Chicago, IL",65,4,79,0,92,147,10,841
"Myrtle Beach, SC","Cincinnati, OH",9,2,23,0,25,33,2,126
"Myrtle Beach, SC","Clarksburg/Fairmont, WV",4,2,9,0,13,12,0,22
"Myrtle Beach, SC","Cleveland, OH",15,0,19,1,17,28,6,183
"Myrtle Beach, SC","Columbus, OH",16,5,13,0,26,31,7,160
"Myrtle Beach, SC","Dallas, TX",12,0,5,0,13,14,0,40
"Myrtle Beach, SC","Dallas/Fort Worth, TX",46,9,52,0,69,98,6,462
"Myrtle Beach, SC","Denver, CO",15,0,6,0,13,17,0,42
"Myrtle Beach, SC","Detroit, MI",19,0,23,0,41,52,9,560
"Myrtle Beach, SC","Fort Lauderdale, FL",48,1,77,0,58,114,11,572
"Myrtle Beach, SC","Fort Wayne, IN",2,1,3,0,3,4,2,33
"Myrtle Beach, SC","Hagerstown, MD",7,5,16,0,21,25,3,76
"Myrtle Beach, SC","Harrisburg, PA",6,2,12,0,20,23,3,75
"Myrtle Beach, SC","Hartford, CT",14,2,28,0,26,43,7,265
"Myrtle Beach, SC","Indianapolis, IN",1,1,3,0,1,5,0,38
